id,video_id,comment_id,text_display,text_original,is_spam,checked
527,1z4ughaHFj4,UgwqG95aGYE9GbM6-yp4AaABAg,හුත්තිගෙ කොල්ල ගොත ගහනව,හුත්තිගෙ කොල්ල ගොත ගහනව,0,1
528,1z4ughaHFj4,UgxiA-CeC1vlRxZ4eoF4AaABAg,තොට සිංදු කියන්න බැ පොන්නයො????????,තොට සිංදු කියන්න බැ පොන්නයො????????,0,1
529,1z4ughaHFj4,UgxOjQoZEPn32m8fF6p4AaABAg,ඉදකින් හුත්තිගෙ ගොතයා මැරිය,ඉදකින් හුත්තිගෙ ගොතයා මැරිය,0,1
536,1z4ughaHFj4,Ugy6cIOPmUEM9-qR7mF4AaABAg,"මෙම ගීතයේ Piano Melody (FREE MIDI File)<br /><a href=""https://www.youtube.com/watch?v=1PQve7KEgnI"">https://www.youtube.com/watch?v=1PQve7KEgnI</a><br /><br />- - One and Only MIDI File on Internet ( FREE Download )","මෙම ගීතයේ Piano Melody (FREE MIDI File)
https://www.youtube.com/watch?v=1PQve7KEgnI

- - One and Only MIDI File on Internet ( FREE Download )",1,1
538,1z4ughaHFj4,Ugy6bn_N2SbSJsJbIxx4AaABAg,ඇයි බන් අඩන්නෙ...අඩන්නෙ නැතුව සින්දාවක් හදන්න බැරිද හැමදාම අඩන සින්දාම අහලා එපා වෙලා ඔය්....පුලුවන්නම් අඩන්නෙ නැතුව සින්දුවක් හදපන් ....අපට එතකොට හින්දි සින්දු අහන්න ඔනෙ නැහැ........u think.....????????????????????????????????????????????????????????????????,ඇයි බන් අඩන්නෙ...අඩන්නෙ නැතුව සින්දාවක් හදන්න බැරිද හැමදාම අඩන සින්දාම අහලා එපා වෙලා ඔය්....පුලුවන්නම් අඩන්නෙ නැතුව සින්දුවක් හදපන් ....අපට එතකොට හින්දි සින්දු අහන්න ඔනෙ නැහැ........u think.....????????????????????????????????????????????????????????????????,0,1
539,1z4ughaHFj4,UgyOR5684g6NM6-c4_N4AaABAg,ඒ වචන ඒ හඩ ...ආදරෙයි ????????,ඒ වචන ඒ හඩ ...ආදරෙයි ????????,0,1
544,1z4ughaHFj4,UgzyPb8P3txaNp127b94AaABAg,වොයිස් එක නම් මරු වචන ටික නම් බලු????????,වොයිස් එක නම් මරු වචන ටික නම් බලු????????,0,1
546,1z4ughaHFj4,UgxSw0Wus9Fpl48-2N54AaABAg,TDK අදෝනාව ????,TDK අදෝනාව ????,0,1
548,1z4ughaHFj4,Ugw0DBd-LQtXfiIlTfR4AaABAg,තිවංක ????????,තිවංක ????????,0,1
549,1z4ughaHFj4,UgyPAV_wWdWXCtTOWkB4AaABAg,තිවංක ඇයි ඔහොම චාටර් වෙන්නෙ.... ඔයාගෙ හඩට මීට වැඩිය ලොකු වැඩක් කරන්න පුළුවන්.....,තිවංක ඇයි ඔහොම චාටර් වෙන්නෙ.... ඔයාගෙ හඩට මීට වැඩිය ලොකු වැඩක් කරන්න පුළුවන්.....,0,1
551,1z4ughaHFj4,Ugzk6l-S6h-A1mZqvzZ4AaABAg,280k viwes තිවංක අයියෙ   පැය 21ට අම්මෝ එල එල,280k viwes තිවංක අයියෙ   පැය 21ට අම්මෝ එල එල,0,1
553,1z4ughaHFj4,UgwuNn0EOJ6VwDkmN3d4AaABAg,අදරෙඉ තිවා,අදරෙඉ තිවා,0,1
555,1z4ughaHFj4,UgzuqsFpq1AHyMMvJ8B4AaABAg,"<a href=""https://youtu.be/Cw-nCjqG1yQ"">https://youtu.be/Cw-nCjqG1yQ</a>",https://youtu.be/Cw-nCjqG1yQ,1,1
556,1z4ughaHFj4,UgzcKQPsUVXKCG9g7Sx4AaABAg,මේක එනකල් කොච්චර කල් බලන් හිටියද තිවංක පට්ට අනේ ඉක්මනට විඩියෝ එකත් එවන්න හොද වැඩක් කරන්න තවත් ආදරේයි හැමදාම  good luck ????????????????????????,මේක එනකල් කොච්චර කල් බලන් හිටියද තිවංක පට්ට අනේ ඉක්මනට විඩියෝ එකත් එවන්න හොද වැඩක් කරන්න තවත් ආදරේයි හැමදාම  good luck ????????????????????????,0,1
557,1z4ughaHFj4,UgziX4kC2c6SdyJ1xkZ4AaABAg,පපුවට ඇතුලට වැදුනා එක නම් ????  එනකම් මග බලන් ඉදියේ ????  කියන්න වචන නෑ තිවා අයියේ???? ෆට්ට ❤️  ආදරෙයි TDK????????  දැනටම කීපාරක් ඇහුවද කියලා මතක නෑ???? පිස්සුවෙන් වගේ අහනවා.???? ඒ තරම් හිත ගිහින් ඉවරයි.????  best of luck තිවා අයියේ????❣️❣️ ඉස්සරහටම යන්.????????????❤️,පපුවට ඇතුලට වැදුනා එක නම් ????  එනකම් මග බලන් ඉදියේ ????  කියන්න වචන නෑ තිවා අයියේ???? ෆට්ට ❤️  ආදරෙයි TDK????????  දැනටම කීපාරක් ඇහුවද කියලා මතක නෑ???? පිස්සුවෙන් වගේ අහනවා.???? ඒ තරම් හිත ගිහින් ඉවරයි.????  best of luck තිවා අයියේ????❣️❣️ ඉස්සරහටම යන්.????????????❤️,0,1
558,1z4ughaHFj4,UgwA9btN-3KWTB7OixZ4AaABAg,පපුවට ඇතුලට වැදුනා එක නම් ????  එනකම් මග බලන් ඉදියේ ????  කියන්න වචන නෑ තිවා අයියේ???? ෆට්ට ❤️  ආදරෙයි TDK????????  දැනටම කීපාරක් ඇහුවද කියලා මතක නෑ???? පිස්සුවෙන් වගේ අහනවා.???? ඒ තරම් හිත ගිහින් ඉවරයි.????  best of luck තිවා අයියේ????❣️❣️ ඉස්සරහටම යන්.????????????❤️,පපුවට ඇතුලට වැදුනා එක නම් ????  එනකම් මග බලන් ඉදියේ ????  කියන්න වචන නෑ තිවා අයියේ???? ෆට්ට ❤️  ආදරෙයි TDK????????  දැනටම කීපාරක් ඇහුවද කියලා මතක නෑ???? පිස්සුවෙන් වගේ අහනවා.???? ඒ තරම් හිත ගිහින් ඉවරයි.????  best of luck තිවා අයියේ????❣️❣️ ඉස්සරහටම යන්.????????????❤️,0,1
560,1z4ughaHFj4,Ugyp9WGUK52jdNOB-ol4AaABAg,හැම මතකයක්ම අමතක කරල අදුරන්නෙ නෑ වාගේ යන්න හිත හදා ගත්ත හැටි මටත් කියල දුන්නනම් කොච්චර දෙයක්ද??????,හැම මතකයක්ම අමතක කරල අදුරන්නෙ නෑ වාගේ යන්න හිත හදා ගත්ත හැටි මටත් කියල දුන්නනම් කොච්චර දෙයක්ද??????,0,1
561,1z4ughaHFj4,UgxpvNxGVsP3OLXzg1R4AaABAg,අනේ මංදා.. කිසිම වරදක් කියන්නෙ නැති උන් කෝ . .,අනේ මංදා.. කිසිම වරදක් කියන්නෙ නැති උන් කෝ . .,0,1
563,1z4ughaHFj4,Ugx92eszzP9lq8VfIPF4AaABAg,හුදු මුහුල හොබගෙ රත්තරල්... ????????????,හුදු මුහුල හොබගෙ රත්තරල්... ????????????,0,1
564,1z4ughaHFj4,Ugx9Qqwuf8kOIFjI3TJ4AaABAg,දැනෙන්නම කියනවා❤️❤️❤️✌️✌️,දැනෙන්නම කියනවා❤️❤️❤️✌️✌️,0,1
566,1z4ughaHFj4,UgzLXChOwras9XCLF294AaABAg,මතක අමතකයිලු❤️❤️❤️❤️❤️,මතක අමතකයිලු❤️❤️❤️❤️❤️,0,1
568,1z4ughaHFj4,UgyjGc0pAqvtKOwnypZ4AaABAg,Nice one ඒක පට්ට,Nice one ඒක පට්ට,0,1
569,1z4ughaHFj4,Ugx9-gWA5a2BwSAzFlB4AaABAg,Woooow .නියමයි.,Woooow .නියමයි.,0,1
570,1z4ughaHFj4,UgyNHp7upxBfRgGAMwV4AaABAg,Lyrics වලට නම් පොඩ්ඩක්වත් ආස නෑ.???? ඒ කටහඩ නිසා 5 පාරක් විතර ඇහුව❤????,Lyrics වලට නම් පොඩ්ඩක්වත් ආස නෑ.???? ඒ කටහඩ නිසා 5 පාරක් විතර ඇහුව❤????,0,1
572,1z4ughaHFj4,UgwPd9EeVxsYjUQ8TGd4AaABAg,අම්මො අයියේ එක නම් පට්ටයි මං ආසවෙන් ඉදියෙ ඔයාගේ සිංදුවක් එන කන්,අම්මො අයියේ එක නම් පට්ටයි මං ආසවෙන් ඉදියෙ ඔයාගේ සිංදුවක් එන කන්,0,1
573,1z4ughaHFj4,UgwF5u1_frq2zM-HLsp4AaABAg,මන් එත් බලම් හිටියෙ මැනික උබෙන් වෙනසක් මේක පට්ට බන්.,මන් එත් බලම් හිටියෙ මැනික උබෙන් වෙනසක් මේක පට්ට බන්.,0,1
577,1z4ughaHFj4,UgyOD6rpVVk70PCvJhJ4AaABAg,පිස්සු තදා අහා ????❤️,පිස්සු තදා අහා ????❤️,0,1
578,1z4ughaHFj4,UgwV5eBCUzf8H9kGADx4AaABAg,"පැය 19න් <a href=""http://www.youtube.com/results?search_query=%234on"">#4on</a> trending උනා කියන්නේ ඉතින් අද 5 ‌ව‌ෙනක‌ොට #01 on trending  ව‌ෙනවාමයි",පැය 19න් #4on trending උනා කියන්නේ ඉතින් අද 5 ‌ව‌ෙනක‌ොට #01 on trending  ව‌ෙනවාමයි,0,1
579,1z4ughaHFj4,UgylzihbAmzGTpnUUSh4AaABAg,සුපිරි කොල්ල එක පට්ට❤️❤️????,සුපිරි කොල්ල එක පට්ට❤️❤️????,0,1
580,1z4ughaHFj4,Ugwz9GGfhdIZ0-0ORqt4AaABAg,ලස්සන විෂුවල් එකකුත් කරන්න.තව සිංදු කරන්න.වෙනස් ඒවා..පුච්චලා යන්නම..හැමදාම ඉන්නවා ඔයා එක්ක මල්ලි,ලස්සන විෂුවල් එකකුත් කරන්න.තව සිංදු කරන්න.වෙනස් ඒවා..පුච්චලා යන්නම..හැමදාම ඉන්නවා ඔයා එක්ක මල්ලි,0,1
581,1z4ughaHFj4,Ugxg7PuqTqY77zuUk_B4AaABAg,පට්ට තිවා,පට්ට තිවා,0,1
583,1z4ughaHFj4,UgzdX-kVg1D1sYKaNT14AaABAg,ලස්සනයි තිවා අය්යා..ඔයාගෙ සින්දුවක් අහන්න මග බලාගෙන හිටියෙ .ඊලග පාර මීට වඩා වෙනස් දෙයක් කරන්න සුබ පැතුම් තිවා අය්යා..,ලස්සනයි තිවා අය්යා..ඔයාගෙ සින්දුවක් අහන්න මග බලාගෙන හිටියෙ .ඊලග පාර මීට වඩා වෙනස් දෙයක් කරන්න සුබ පැතුම් තිවා අය්යා..,0,1
585,1z4ughaHFj4,UgyEaHlYxYkBf3bw3vd4AaABAg,එල  voice තිවා....,එල  voice තිවා....,0,1
587,1z4ughaHFj4,UgxfEAPNcmmzZ8w84rt4AaABAg,මාරම ලස්සන voice එකක් තියෙන්නෙ. දක්ෂයාට කවදාවත් වරදින්නෙ නෑ. ඔයාව හලන්න කොච්චර කට්ටිය හැදුවද ඒ උනාට අයියේ ඔයාට එහෙම කරන්න බෑ ඔයාට ආදරෙ කරන රසිකයෝ ගොඩයි. මමත් ඔයාගෙ රසිකයෙක්. Good Luck,මාරම ලස්සන voice එකක් තියෙන්නෙ. දක්ෂයාට කවදාවත් වරදින්නෙ නෑ. ඔයාව හලන්න කොච්චර කට්ටිය හැදුවද ඒ උනාට අයියේ ඔයාට එහෙම කරන්න බෑ ඔයාට ආදරෙ කරන රසිකයෝ ගොඩයි. මමත් ඔයාගෙ රසිකයෙක්. Good Luck,0,1
588,1z4ughaHFj4,UgyvXZFMUL9yglL5mAN4AaABAg,####%%අවන්ක හදවතකට සුහද ආරාධනා 0710952288####%%,####%%අවන්ක හදවතකට සුහද ආරාධනා 0710952288####%%,1,1
590,1z4ughaHFj4,UgxOthSsuxBcMeWRwa54AaABAg,????තිවංකට ආදරෙ fanzla මේ කොනට????????????????,????තිවංකට ආදරෙ fanzla මේ කොනට????????????????,0,1
593,1z4ughaHFj4,Ugw5gdYkGilM9qZJLu54AaABAg,බලන් ඉදියෙ මචන් උබ සින්දුව ගහනකම්..  පට්ට බන් ඉතින් වොයිස් එක..දිගටම යන් මචන් උඩටම යන්..ගැම්මටම සප් එක දෙනව සෙට් එකම..,බලන් ඉදියෙ මචන් උබ සින්දුව ගහනකම්..  පට්ට බන් ඉතින් වොයිස් එක..දිගටම යන් මචන් උඩටම යන්..ගැම්මටම සප් එක දෙනව සෙට් එකම..,0,1
597,1z4ughaHFj4,Ugydf5B1a96Fek0taf54AaABAg,"<a href=""http://jayasrilanka.net/songs/145027/mathaka-amathakailu-remix-dj-thilina-madu.php"">http://jayasrilanka.net/songs/145027/mathaka-amathakailu-remix-dj-thilina-madu.php</a>",http://jayasrilanka.net/songs/145027/mathaka-amathakailu-remix-dj-thilina-madu.php,1,1
599,1z4ughaHFj4,Ugy-fiH1gJT7ChB7Q1t4AaABAg,මොන හුත්තක්ද බන් කවදද මුගේ මේ කැ ගැහිල්ල නවතින්නේ,මොන හුත්තක්ද බන් කවදද මුගේ මේ කැ ගැහිල්ල නවතින්නේ,0,1
600,1z4ughaHFj4,Ugzs0byrrRhcy58s3Ml4AaABAg,මෙන්න හුත්තෝ සින්දු අහන්න අහන්න ආසයි ජය වේවා බුදු සරණයි ජේසු පිහිටයි තව දෙන්න මේ වගේ අලුත් සින්දු කොල්ලො,මෙන්න හුත්තෝ සින්දු අහන්න අහන්න ආසයි ජය වේවා බුදු සරණයි ජේසු පිහිටයි තව දෙන්න මේ වගේ අලුත් සින්දු කොල්ලො,0,1
603,1z4ughaHFj4,UgyBMXb_oWYz9JTKCrN4AaABAg,????අම්බෝ ඒ කටහඬට පිස්සු වැටෙනවා.....ගොඩාක් ලස්සනයි තිවා..???????????? අපි ආසාවෙන් බලන් හිටියේ ඔයාගෙ සින්දුවක් එනකල්....????????????,????අම්බෝ ඒ කටහඬට පිස්සු වැටෙනවා.....ගොඩාක් ලස්සනයි තිවා..???????????? අපි ආසාවෙන් බලන් හිටියේ ඔයාගෙ සින්දුවක් එනකල්....????????????,0,1
606,1z4ughaHFj4,Ugyu-HPkjivovvtqixZ4AaABAg,මේකනම් බැන්ඩ්වල ගහන්න ටිකක් අමාරුවේ,මේකනම් බැන්ඩ්වල ගහන්න ටිකක් අමාරුවේ,0,1
607,1z4ughaHFj4,UgwqPr_x1vXSotZ_dBR4AaABAg,කාලය අරන් හොද වැඩක් කරා????❤✌,කාලය අරන් හොද වැඩක් කරා????❤✌,0,1
608,1z4ughaHFj4,UgyJJl7sqsQ9QIRG3Dt4AaABAg,මේක අහනකොට ඇගේ හිරි ගඩු පිපුනෙ මගේ විතරද.........❤❤❤❤❤❤❤❤,මේක අහනකොට ඇගේ හිරි ගඩු පිපුනෙ මගේ විතරද.........❤❤❤❤❤❤❤❤,0,1
610,1z4ughaHFj4,UgyymWs5Z9_iTQptzOJ4AaABAg,ගොඩක් godakkkkkkkkk lassanai love you,ගොඩක් godakkkkkkkkk lassanai love you,0,1
612,1z4ughaHFj4,UgzhE_iZOHcXstniHqd4AaABAg,උඹට වල කපපු උන්ට රිදෙන්න ලස්සන වැඩක් කරල තියනව මචන්. ආදරෙයි  තිවා.. tdk,උඹට වල කපපු උන්ට රිදෙන්න ලස්සන වැඩක් කරල තියනව මචන්. ආදරෙයි  තිවා.. tdk,0,1
613,1z4ughaHFj4,UgwvXe9bdmzaiI1XESN4AaABAg,Boot කාපු දවසෙම ඕවා දාලා අපේ.හිත හදන් එපා වස්තුවෙ ????,Boot කාපු දවසෙම ඕවා දාලා අපේ.හිත හදන් එපා වස්තුවෙ ????,0,1
615,1z4ughaHFj4,UgygK99jNm6wO1ZFRYR4AaABAg,සොරි මචං උබේ කවර්ස් තරම් කොලිටිය නෑ..සිංදුවේ මුල ඉදලම කෑගැහිල්ල වැඩී..වචනවත් පැහැදිලි නෑ..,සොරි මචං උබේ කවර්ස් තරම් කොලිටිය නෑ..සිංදුවේ මුල ඉදලම කෑගැහිල්ල වැඩී..වචනවත් පැහැදිලි නෑ..,0,1
623,1z4ughaHFj4,Ugy6y1AUKMFa4YbILDJ4AaABAg,අඩෝ ඒක ෆට්ට.. ????????,අඩෝ ඒක ෆට්ට.. ????????,0,1
624,1z4ughaHFj4,UgzXJU5eEw_ZMiHfBvV4AaABAg,ආදරෙයි තිවංක අයියා ❤️..ඔයානම් සුපිරී..ඒ voice එක අපිව පිස්සු වට්ටනවා ????????????..බුදු සරණයි අයියා !,ආදරෙයි තිවංක අයියා ❤️..ඔයානම් සුපිරී..ඒ voice එක අපිව පිස්සු වට්ටනවා ????????????..බුදු සරණයි අයියා !,0,1
628,1z4ughaHFj4,UgwmFVlEqVvdMoTffbZ4AaABAg,හම්මෝ තිවාගේ 1st සෝන්ග් එකම trending ????❤️,හම්මෝ තිවාගේ 1st සෝන්ග් එකම trending ????❤️,0,1
629,1z4ughaHFj4,UgzLEIqVnfhe2pARR_F4AaABAg,නියමයි තිවන්ක  මල් සින්දුවලට ආසනැ ඒත් උබකියද්දි අහගන ඉන්න පුලුවන් congratulations,නියමයි තිවන්ක  මල් සින්දුවලට ආසනැ ඒත් උබකියද්දි අහගන ඉන්න පුලුවන් congratulations,0,1
631,1z4ughaHFj4,UgzcIuXyp4oLmyYYLGd4AaABAg,"Thiwanka aiye oya thama mge favorite oya song ekka release krankm baln htye hariytama 5 beluwa oyge song eka ,eka supiri song eka aiye e voice eka ammo , maara lassanak aiye aye ikmanin thawa ekak denna balan innwa .god bless aiye.දන්නේ නැති කමට ලං වී රත්තරං මං ඔබට පෙම් කලා ඉස්තරම් thiwanka is best","Thiwanka aiye oya thama mge favorite oya song ekka release krankm baln htye hariytama 5 beluwa oyge song eka ,eka supiri song eka aiye e voice eka ammo , maara lassanak aiye aye ikmanin thawa ekak denna balan innwa .god bless aiye.දන්නේ නැති කමට ලං වී රත්තරං මං ඔබට පෙම් කලා ඉස්තරම් thiwanka is best",0,1
633,1z4ughaHFj4,UgwluexBD0sOI-MUVnZ4AaABAg,ලස්සනයි බං උබයි අපේ ස්ටාර් ????????,ලස්සනයි බං උබයි අපේ ස්ටාර් ????????,0,1
636,1z4ughaHFj4,UgwDJoa4gLT6RhwLBhJ4AaABAg,මෙයාගෙන් වැඩක් ගන්න මෙයාට ඔයිට වඩා ගොඩක් දුර යන්න වැඩක් කරන්න පුලුවන් වැඩ්ඩෙක් ????????,මෙයාගෙන් වැඩක් ගන්න මෙයාට ඔයිට වඩා ගොඩක් දුර යන්න වැඩක් කරන්න පුලුවන් වැඩ්ඩෙක් ????????,0,1
637,1z4ughaHFj4,UgwP2esM0xYNGESdJzF4AaABAg,කට හඪ පට්ට සිංදුව මේලො රහක් නැ ????,කට හඪ පට්ට සිංදුව මේලො රහක් නැ ????,0,1
638,1z4ughaHFj4,UgzT_lH3_qv6O1OzofN4AaABAg,එලම ❤️????????,එලම ❤️????????,0,1
640,1z4ughaHFj4,UgxIROP-sXbn3Mvfnq94AaABAg,අම්මෝ..ඒ වොයිස් එක❤️❤️ආදරෙයි තිවා❤️????,අම්මෝ..ඒ වොයිස් එක❤️❤️ආදරෙයි තිවා❤️????,0,1
641,1z4ughaHFj4,UgwGoLA_SEU4wEIburV4AaABAg,හිරු කොච්චර බලු වැඩ කරත් ලංකාවෙම ආදරනීයම ගයකයා තිවංක අයියේ සුබ පැතුම්,හිරු කොච්චර බලු වැඩ කරත් ලංකාවෙම ආදරනීයම ගයකයා තිවංක අයියේ සුබ පැතුම්,0,1
644,1z4ughaHFj4,Ugx2xCrVA5NODMbYmT54AaABAg,මොන හුත්තක්ද මේ..,මොන හුත්තක්ද මේ..,0,1
645,1z4ughaHFj4,Ugw2yAnrHmGOL2wtFhl4AaABAg,මංගලගෙ අලුත් සිංදුව දාල දවස් දෙක්ක් වෙනව කමෙන්ට් 144i විව්ස් 134k .. තිවාගෙ පැය 15න් 204k විව්ස් කමෙන්ට් 1.4k  හිරු එකෙන් කරපු බොරුව මෙතනම ඔප්පු වෙනව . ජය තිවා,මංගලගෙ අලුත් සිංදුව දාල දවස් දෙක්ක් වෙනව කමෙන්ට් 144i විව්ස් 134k .. තිවාගෙ පැය 15න් 204k විව්ස් කමෙන්ට් 1.4k  හිරු එකෙන් කරපු බොරුව මෙතනම ඔප්පු වෙනව . ජය තිවා,0,1
647,1z4ughaHFj4,UgyVKHB0hcWSrxJtptd4AaABAg,ඔය කටහඬ වෙනම පැත්තකට ගෙනියපන් මචං.. ???? කටහඩ විතරයි ඇහුවෙ සිංදුවෙනම් අවසානෙට කියන අල් නයන්න විතරයි මතක ???????????? උබලටත් එහෙමද,ඔය කටහඬ වෙනම පැත්තකට ගෙනියපන් මචං.. ???? කටහඩ විතරයි ඇහුවෙ සිංදුවෙනම් අවසානෙට කියන අල් නයන්න විතරයි මතක ???????????? උබලටත් එහෙමද,0,1
649,1z4ughaHFj4,Ugxte1UoWZrGZGdObZ54AaABAg,සතුටියි බන් තිවා...❤❤,සතුටියි බන් තිවා...❤❤,0,1
651,1z4ughaHFj4,UgwC4o-DEPbJ1mrPGkN4AaABAg,මල් trend එකට යන්න එපා කොල්ලො... අලුත් දෙයක් කරපං...good luck... ♥️,මල් trend එකට යන්න එපා කොල්ලො... අලුත් දෙයක් කරපං...good luck... ♥️,0,1
652,1z4ughaHFj4,UgzxoS0M1jg05R6VJ_p4AaABAg,සුපිරි  තිවන්කා අයියේ,සුපිරි  තිවන්කා අයියේ,0,1
653,1z4ughaHFj4,UgyYMsyn-BQnOFioRAx4AaABAg,ලස්සනයි ...තෙරුවන් සරණයි,ලස්සනයි ...තෙරුවන් සරණයි,0,1
654,1z4ughaHFj4,Ugwq9dYIFvm1ffIjlZV4AaABAg,පව් කරලා වැඩක් නැ සිල් අරන්...,පව් කරලා වැඩක් නැ සිල් අරන්...,0,1
655,1z4ughaHFj4,Ugzx38igYMzKemxOksZ4AaABAg,ෆට්ටම ෆට්ට Thiwanka අයියේ..Good Luck ????????????????,ෆට්ටම ෆට්ට Thiwanka අයියේ..Good Luck ????????????????,0,1
656,1z4ughaHFj4,UgxznDPw94kIjmrAyZJ4AaABAg,හෙට උදේ වෙද්දි TRENDING 1 OF SRI LANKA ????????  ජයම වේවා ඉහළින්ම. <br />කට්ටිය අපිවත් සබ්ස්ක්‍රයිබ් කරගෙන යන්න. සපෝටක් දෙන්නලා ????,"හෙට උදේ වෙද්දි TRENDING 1 OF SRI LANKA ????????  ජයම වේවා ඉහළින්ම. 
කට්ටිය අපිවත් සබ්ස්ක්‍රයිබ් කරගෙන යන්න. සපෝටක් දෙන්නලා ????",1,1
659,1z4ughaHFj4,UgzT1ifn5Lcc2RxWNYx4AaABAg,පව් කරල වැඩක් නැ . සිල් අරන්,පව් කරල වැඩක් නැ . සිල් අරන්,0,1
661,1z4ughaHFj4,UgxB33sOzBXqUpBAldF4AaABAg,තිවන්කෝ එලම. එනකම්මයි බලං හිටියේ ඕයි. ????????????????????????,තිවන්කෝ එලම. එනකම්මයි බලං හිටියේ ඕයි. ????????????????????????,0,1
662,1z4ughaHFj4,Ugytmzwp0gIyIpZZNvt4AaABAg,වචන තේරෙන්නෑ ඕයි,වචන තේරෙන්නෑ ඕයි,0,1
664,1z4ughaHFj4,UgzrEaVgd6m650-hAaF4AaABAg,අම්මෝ ඒක ????????,අම්මෝ ඒක ????????,0,1
667,1z4ughaHFj4,Ugz8LaZCWbWio9iEoLl4AaABAg,මෑතකදී බිහි උනු විශිෂ්ටතම නව පරපුරේ  ගායකයෙක්. ❤️❤️❤️,මෑතකදී බිහි උනු විශිෂ්ටතම නව පරපුරේ  ගායකයෙක්. ❤️❤️❤️,0,1
670,1z4ughaHFj4,UgzOUTfBcnC8wC6_OvF4AaABAg,"ආසයි උබට ,ඕනි තරම්  vote ගැහුවා...  ඒ උනාට මේකෙ වචන මෙලෝ රහක් නෑ, අනික මේක මහ ගෝශාවක් තිවා... ????<br />Good luck ❤????","ආසයි උබට ,ඕනි තරම්  vote ගැහුවා...  ඒ උනාට මේකෙ වචන මෙලෝ රහක් නෑ, අනික මේක මහ ගෝශාවක් තිවා... ????
Good luck ❤????",0,1
675,1z4ughaHFj4,Ugz9cm7l7S8yavXACqp4AaABAg,සුපිරි කියන අය like කරන්න,සුපිරි කියන අය like කරන්න,0,1
677,1z4ughaHFj4,UgwAKqC1dwOAp94rBfZ4AaABAg,මතක අමතකයිලු.. ඔවු ඒ හිතට එකගයිලු...<br />මාව දන්නෙ නෑ..ලූ දැකලා වාගෙ පුරුදුයිලු...<br />දන්නැති කමට ලංවි රත්තරන්<br />මම ඔබට පෙම් කර ඉස්තරම්..<br />පව් කරල වැඩක් නෑ සිල් අරන්<br />මම යන්නම යන්නම් සමු අරන්<br /><br />ඔබ හින්ද වැටුන අපරාදෙ කදුලු පසු තැවෙන තැනට වැටූන මන්...<br />මම හීන දැකපු හැමදාම පෙනුනු සුදු මූන ඔබගෙ රත්තරන්......//<br />????????????????????????,"මතක අමතකයිලු.. ඔවු ඒ හිතට එකගයිලු...
මාව දන්නෙ නෑ..ලූ දැකලා වාගෙ පුරුදුයිලු...
දන්නැති කමට ලංවි රත්තරන්
මම ඔබට පෙම් කර ඉස්තරම්..
පව් කරල වැඩක් නෑ සිල් අරන්
මම යන්නම යන්නම් සමු අරන්

ඔබ හින්ද වැටුන අපරාදෙ කදුලු පසු තැවෙන තැනට වැටූන මන්...
මම හීන දැකපු හැමදාම පෙනුනු සුදු මූන ඔබගෙ රත්තරන්......//
????????????????????????",0,1
684,1z4ughaHFj4,UgzwWS9BIdpB-PM4pwh4AaABAg,දන්නැති කමට ලංවී රත්තරන් මම ඔබට පෙම් කෙරැවා ඉස්තරම්..????????????????,දන්නැති කමට ලංවී රත්තරන් මම ඔබට පෙම් කෙරැවා ඉස්තරම්..????????????????,0,1
686,1z4ughaHFj4,UgwJ5dP--_AJPbXvkgt4AaABAg,ආදරෙය් තිව.. අය්යෙ ❤️❤️,ආදරෙය් තිව.. අය්යෙ ❤️❤️,0,1
687,1z4ughaHFj4,UgxtH6iVwIZ2hg1onJh4AaABAg,එල සිංදුව,එල සිංදුව,0,1
689,1z4ughaHFj4,UgxKBw2lZCA2QJH31v54AaABAg,මාරම ලස්සනයි එල..????????????????????????,මාරම ලස්සනයි එල..????????????????????????,0,1
691,1z4ughaHFj4,UgwDHxF6dDO5OM_FqQp4AaABAg,අනේ දෙයියෝ මාව මේකෙන් ගලවපන් මන් ඇබ්බැහි වෙලා මේ සින්දුවට ...,අනේ දෙයියෝ මාව මේකෙන් ගලවපන් මන් ඇබ්බැහි වෙලා මේ සින්දුවට ...,0,1
694,1z4ughaHFj4,UgycJFZaHjTjHBbuwOZ4AaABAg,ඔබ හින්දා වැටුණු අපරාදේ කඳුළු<br />පසුතැවෙන තැනට වැටුණ මං<br />මම හීන දැකපු හැමදාම පෙනුණු<br />සුදු මුහුණ ඔබගේ රත්තරනේ ????????????????????,"ඔබ හින්දා වැටුණු අපරාදේ කඳුළු
පසුතැවෙන තැනට වැටුණ මං
මම හීන දැකපු හැමදාම පෙනුණු
සුදු මුහුණ ඔබගේ රත්තරනේ ????????????????????",0,1
696,1z4ughaHFj4,UgwjgqZLECkETrby7dV4AaABAg,පව් කරලා වැඩක් නෑ......සිල් අරන්.....????????මම යන්නම යන්නම් සමු අරන්.....????????????????,පව් කරලා වැඩක් නෑ......සිල් අරන්.....????????මම යන්නම යන්නම් සමු අරන්.....????????????????,0,1
697,1z4ughaHFj4,UgxQKSd9eAmL39luO-94AaABAg,පට්ට බං❤️❤️❤️❤️❤️,පට්ට බං❤️❤️❤️❤️❤️,0,1
698,1z4ughaHFj4,UgxQ6eptHKxJ4UbXyCx4AaABAg,සිල් අරන් වැඩක් නෑ පව් කරලා...,සිල් අරන් වැඩක් නෑ පව් කරලා...,0,1
